CNPJ;Farmácia;Endereço;Bairro;Cidade;Estado;Latitude;Longitude;EnderecoCompleto
2,57909E+12;DROGARIA E PERFUMARIA LISBOA LTDA;JOSE BRANDAO;BARREIRO;Belo Horizonte;MG;-19,9750887;-44,0141022;JOSE BRANDAO, BARREIRO, Belo Horizonte, MG, Brasil
6,52339E+13;DROGARIA E PERFUMARIA LORRAINE LTDA;RUA PONTA GROSSA Nº35;MILIONÁRIOS;Belo Horizonte;MG;-19,9829884;-43,9987508;RUA PONTA GROSSA Nº35, MILIONÁRIOS, Belo Horizonte, MG, Brasil
2,17192E+13;DROGARIA E PERFUMARIA LUZ DO CÉU LTDA ME;AUGUSTO DOS ANJOS;RIO BRANCO;Belo Horizonte;MG;-19,8182833;-43,9854839;AUGUSTO DOS ANJOS, RIO BRANCO, Belo Horizonte, MG, Brasil
6,12127E+12;DROGARIA E PERFUMARIA MARIA FERNANDES LTDA;JUDA;GLORIA;Belo Horizonte;MG;-19,898082;-44,0110814;JUDA, GLORIA, Belo Horizonte, MG, Brasil
1,05869E+13;DROGARIA E PERFUMARIA MAXI TUPI LTDA;FURQUIM WERNECK;TUPI A;Belo Horizonte;MG;-19,8344575;-43,9203142;FURQUIM WERNECK, TUPI A, Belo Horizonte, MG, Brasil
1,32506E+12;DROGARIA E PERFUMARIA NASCIMENTO E CUNHA LTDA - ME;ANDRADA E SILVA;JARDIM LEBLON;Belo Horizonte;MG;-19,8253258;-43,9863816;ANDRADA E SILVA, JARDIM LEBLON, Belo Horizonte, MG, Brasil
1,22107E+13;DROGARIA E PERFUMARIA NIQUELINA LTDA - EPP;RUA NIQUELINA, 1472, LOJA 11;SANTA EFIGENIA;Belo Horizonte;MG;-19,9237686;-43,9212458;RUA NIQUELINA, 1472, LOJA 11, SANTA EFIGENIA, Belo Horizonte, MG, Brasil
3,20511E+12;DROGARIA E PERFUMARIA RABELO ALVES LTDA;GENERAL CLARK;SAO SALVADOR;Belo Horizonte;MG;-19,8913009;-44,0145103;GENERAL CLARK, SAO SALVADOR, Belo Horizonte, MG, Brasil
1,68198E+13;DROGARIA E PERFUMARIA RAIO DE LUZ LTDA - ME;AVAI;DOM BOSCO;Belo Horizonte;MG;-19,9156666;-44,0041302;AVAI, DOM BOSCO, Belo Horizonte, MG, Brasil
4,69692E+12;DROGARIA E PERFUMARIA REGINA LTDA - ME;MANJERICAO;LINDEIA (BARREIRO);Belo Horizonte;MG;-19,9740489;-44,0456259;MANJERICAO, LINDEIA (BARREIRO), Belo Horizonte, MG, Brasil
6,63487E+13;DROGARIA E PERFUMARIA RENASCENCA LTDA ME;AIURUOCA;SAO PAULO;Belo Horizonte;MG;-19,8705319;-43,9225577;AIURUOCA, SAO PAULO, Belo Horizonte, MG, Brasil
5,40998E+12;DROGARIA E PERFUMARIA SAO GABRIEL LTDA;ILHA DE MALTA;SAO GABRIEL;Belo Horizonte;MG;-19,8569665;-43,9137226;ILHA DE MALTA, SAO GABRIEL, Belo Horizonte, MG, Brasil
2,15652E+13;DROGARIA E PERFUMARIA SEARA LTDA EPP;DOS TUPIS;CENTRO;Belo Horizonte;MG;-19,9199673;-43,9457542;DOS TUPIS, CENTRO, Belo Horizonte, MG, Brasil
2,10996E+13;DROGARIA E PERFUMARIA TORRES LTDA-ME;OSORIO DUQUE ESTRADA;CAMPO ALEGRE;Belo Horizonte;MG;-19,8289187;-43,9449163;OSORIO DUQUE ESTRADA, CAMPO ALEGRE, Belo Horizonte, MG, Brasil
6,8553E+13;DROGARIA E PERFUMARIA TRINDADE LTDA - ME;CENTRAL;JARDIM LEBLON;Belo Horizonte;MG;-19,8251442;-43,9880652;CENTRAL, JARDIM LEBLON, Belo Horizonte, MG, Brasil
1,98678E+13;DROGARIA E PERFUMARIA W&R LTDA;CENTRAL;JARDIM LEBLON;Belo Horizonte;MG;-19,8251442;-43,9880652;CENTRAL, JARDIM LEBLON, Belo Horizonte, MG, Brasil
1,17546E+13;DROGARIA EBENEZER LTDA;rua ANGOLA, 254;SAO PAULO;Belo Horizonte;MG;-19,8674514;-43,9260979;rua ANGOLA, 254, SAO PAULO, Belo Horizonte, MG, Brasil
2,63183E+13;DROGARIA ELENIZIA LTDA ME;LUIZ PONGELUPE;CARDOSO (BARREIRO);Belo Horizonte;MG;-20,00629;-44,0100157;LUIZ PONGELUPE, CARDOSO (BARREIRO), Belo Horizonte, MG, Brasil
2,23006E+13;DROGARIA ELIZIO DE BRITO LTDA - ME;R MARIA CONCEICAO BONFIM 1463 LOJA;GOIANIA;Belo Horizonte;MG;-19,8657011;-43,9000893;R MARIA CONCEICAO BONFIM 1463 LOJA, GOIANIA, Belo Horizonte, MG, Brasil
2,02445E+13;DROGARIA ELLER LTDA ME;MARIA APARECIDA;SAO MARCOS;Belo Horizonte;MG;-19,8706828;-43,9114992;MARIA APARECIDA, SAO MARCOS, Belo Horizonte, MG, Brasil
8,54622E+12;DROGARIA ESTANCIA DOS INGLESES LTDA;RUA ITALIA ELMO, 10, LOJA 02;BETANIA;Belo Horizonte;MG;-19,9586109;-43,9922251;RUA ITALIA ELMO, 10, LOJA 02, BETANIA, Belo Horizonte, MG, Brasil
1,76736E+13;DROGARIA FABIANA LTDA;URSULA PAULINO;BETANIA;Belo Horizonte;MG;-19,9597776;-43,9893759;URSULA PAULINO, BETANIA, Belo Horizonte, MG, Brasil
2,52402E+12;DROGARIA FALCONIERE LTDA;SARAMENHA;GUARANI;Belo Horizonte;MG;-19,8449996;-43,9164787;SARAMENHA, GUARANI, Belo Horizonte, MG, Brasil
6,52747E+13;DROGARIA FARMA ELER LTDA;EXPEDICIONARIO JOSE ZEFERINO;MARIA GORETTI;Belo Horizonte;MG;-19,8600501;-43,9097778;EXPEDICIONARIO JOSE ZEFERINO, MARIA GORETTI, Belo Horizonte, MG, Brasil
1,88346E+13;DROGARIA FERNANDES & CORDEIRO LTDA - ME;PROFESSOR LUIZ BICALHO;BRASIL INDUSTRIAL (BARREIRO);Belo Horizonte;MG;-19,99849;-44,01446;PROFESSOR LUIZ BICALHO, BRASIL INDUSTRIAL (BARREIRO), Belo Horizonte, MG, Brasil
3,86535E+13;DROGARIA FERREIRA TELLES LTDA - ME;CONEGO SANTANA;SANTA CRUZ;Belo Horizonte;MG;-19,8842107;-43,9451489;CONEGO SANTANA, SANTA CRUZ, Belo Horizonte, MG, Brasil
2,26664E+13;DROGARIA FLAMBOYANT LTDA;DOMINGOS FERNANDES;UNIAO;Belo Horizonte;MG;-19,8833178;-43,9219184;DOMINGOS FERNANDES, UNIAO, Belo Horizonte, MG, Brasil
1,29751E+13;DROGARIA FLEX FARMA BH LTDA;EXPEDICIONARIO PAULO DE SOUZA;URCA;Belo Horizonte;MG;-19,8709219;-44,0145578;EXPEDICIONARIO PAULO DE SOUZA, URCA, Belo Horizonte, MG, Brasil
6,64264E+13;DROGARIA FRANCISCANA LTDA;PADRE PEDRO PINTO;VENDA NOVA;Belo Horizonte;MG;-19,8031725;-43,9983266;PADRE PEDRO PINTO, VENDA NOVA, Belo Horizonte, MG, Brasil
1,88526E+13;DROGARIA GÁVEA LTDA;RUA JUNQUILHOS Nº1234;NOVA SUISSA;Belo Horizonte;MG;-19,9377337;-43,9740471;RUA JUNQUILHOS Nº1234, NOVA SUISSA, Belo Horizonte, MG, Brasil
1,01897E+13;DROGARIA GRANFAR LTDA - ME;LUPERCIO PAIXAO;TIROL (BARREIRO);Belo Horizonte;MG;-19,9951468;-44,0451401;LUPERCIO PAIXAO, TIROL (BARREIRO), Belo Horizonte, MG, Brasil
6,61958E+13;DROGARIA GRAUNA LTDA;GRAUNAS;FLAVIO MARQUES LISBOA (BARREIRO);Belo Horizonte;MG;-19,9964115;-43,99384;GRAUNAS, FLAVIO MARQUES LISBOA (BARREIRO), Belo Horizonte, MG, Brasil
2,2111E+13;DROGARIA GURGUEL LTDA;PERIMETRAL;VILA FORMOSA VALE DO JATOBA (BARREIRO);Belo Horizonte;MG;;;PERIMETRAL, VILA FORMOSA VALE DO JATOBA (BARREIRO), Belo Horizonte, MG, Brasil
1,94021E+13;DROGARIA HUMAITA LTDA;RUA TAVARES DE MELO 73;CACHOEIRINHA;Belo Horizonte;MG;-19,8806385;-43,9487331;RUA TAVARES DE MELO 73, CACHOEIRINHA, Belo Horizonte, MG, Brasil
1,65147E+13;DROGARIA INDIANA LTDA;INDIANA;JARDIM AMERICA;Belo Horizonte;MG;-19,946382;-43,9713531;INDIANA, JARDIM AMERICA, Belo Horizonte, MG, Brasil
2,60378E+13;DROGARIA IRMAOS DUARTE LTDA;MARIA GERTRUDES SANTOS;CEU AZUL;Belo Horizonte;MG;-19,8156566;-44,0020617;MARIA GERTRUDES SANTOS, CEU AZUL, Belo Horizonte, MG, Brasil
1,88948E+13;DROGARIA IRMAOS SALVADOR LTDA - ME;CONCEICAO DO CANINDE;SAO GABRIEL;Belo Horizonte;MG;-19,8528586;-43,9088417;CONCEICAO DO CANINDE, SAO GABRIEL, Belo Horizonte, MG, Brasil
1,74769E+13;DROGARIA JARDIM AMERICA LTDA;LINDOLFO DE AZEVEDO;JARDIM AMERICA;Belo Horizonte;MG;-19,9517213;-43,9693972;LINDOLFO DE AZEVEDO, JARDIM AMERICA, Belo Horizonte, MG, Brasil
1,81261E+13;DROGARIA JHONATA LTDA - ME;MEM DE SA;SANTA EFIGENIA;Belo Horizonte;MG;-19,9240922;-43,9088432;MEM DE SA, SANTA EFIGENIA, Belo Horizonte, MG, Brasil
1,49832E+13;DROGARIA JONAS VEIGA LTDA;SENHOR SIMEONE;JONAS VEIGA;Belo Horizonte;MG;-19,9179274;-43,892135;SENHOR SIMEONE, JONAS VEIGA, Belo Horizonte, MG, Brasil
1,81201E+13;DROGARIA JULIANA LTDA ME;ANTONIO EUSTAQUIO PIAZZA;TIROL (BARREIRO);Belo Horizonte;MG;-19,9909094;-44,0452389;ANTONIO EUSTAQUIO PIAZZA, TIROL (BARREIRO), Belo Horizonte, MG, Brasil
1,73214E+13;DROGARIA KIT LTDA - ME;WALDOMIRO LOBO;GUARANI;Belo Horizonte;MG;-19,8458758;-43,9297969;WALDOMIRO LOBO, GUARANI, Belo Horizonte, MG, Brasil
1,74013E+13;DROGARIA KITTY LTDA;AMERICO MARTINS DA COSTA;PROVIDENCIA;Belo Horizonte;MG;-19,8561573;-43,926231;AMERICO MARTINS DA COSTA, PROVIDENCIA, Belo Horizonte, MG, Brasil
1,65268E+13;DROGARIA LARA DOMINGOS LTDA - ME;DAS PERPETUAS;LINDEIA (BARREIRO);Belo Horizonte;MG;-19,9786436;-44,0485452;DAS PERPETUAS, LINDEIA (BARREIRO), Belo Horizonte, MG, Brasil
2,72079E+12;DROGARIA LARI LTDA - ME;SILVIANO BRANDAO;HORTO;Belo Horizonte;MG;-19,9084249;-43,9136665;SILVIANO BRANDAO, HORTO, Belo Horizonte, MG, Brasil
1,65686E+13;DROGARIA LEAL LTDA;ABILIO MACHADO;ALIPIO DE MELO;Belo Horizonte;MG;-19,8941691;-44,0086939;ABILIO MACHADO, ALIPIO DE MELO, Belo Horizonte, MG, Brasil
1,65686E+13;DROGARIA LEAL LTDA;PARA DE MINAS;PADRE EUSTAQUIO;Belo Horizonte;MG;-19,9142953;-43,9886957;PARA DE MINAS, PADRE EUSTAQUIO, Belo Horizonte, MG, Brasil
7,10401E+13;DROGARIA LEMOS LTDA;CIBIPURUNA;MONTE AZUL;Belo Horizonte;MG;-19,8156574;-43,8927624;CIBIPURUNA, MONTE AZUL, Belo Horizonte, MG, Brasil
9,18137E+12;DROGARIA LEONARDO LTDA;JAGUARI;BONFIM;Belo Horizonte;MG;-19,9084529;-43,9557278;JAGUARI, BONFIM, Belo Horizonte, MG, Brasil
4,59535E+12;DROGARIA LG FARMA LTDA;DAVID FONSECA;MILIONARIOS (BARREIRO);Belo Horizonte;MG;-19,9805056;-44,0018307;DAVID FONSECA, MILIONARIOS (BARREIRO), Belo Horizonte, MG, Brasil
2,32415E+13;DROGARIA LIBANIO LTDA ME;CONDE SANTA MARINHA;CACHOEIRINHA;Belo Horizonte;MG;-19,8924674;-43,9456952;CONDE SANTA MARINHA, CACHOEIRINHA, Belo Horizonte, MG, Brasil
1,25985E+13;DROGARIA LIBERDADE LTDA;IZABEL BUENO;JARAGUA;Belo Horizonte;MG;-19,8585215;-43,9502546;IZABEL BUENO, JARAGUA, Belo Horizonte, MG, Brasil
7,10778E+13;DROGARIA LIFE LTDA;SENADOR LEVINDO COELHO;SANTA CECILIA VALE DO JATOBA (BARREIRO);Belo Horizonte;MG;-20,0029578;-44,0355291;SENADOR LEVINDO COELHO, SANTA CECILIA VALE DO JATOBA (BARREIRO), Belo Horizonte, MG, Brasil
9,63108E+12;DROGARIA LIMA LTDA;LUIZ PONGELUPE;CARDOSO (BARREIRO);Belo Horizonte;MG;-20,00629;-44,0100157;LUIZ PONGELUPE, CARDOSO (BARREIRO), Belo Horizonte, MG, Brasil
6,42564E+13;DROGARIA LLR LTDA ME;DOUTOR ALVARO CAMARGOS;SANTA MONICA;Belo Horizonte;MG;-19,8271418;-43,9681457;DOUTOR ALVARO CAMARGOS, SANTA MONICA, Belo Horizonte, MG, Brasil
1,98589E+13;DROGARIA MARIANO LTDA ME;SEBASTIAO DE BRITO;DONA CLARA;Belo Horizonte;MG;-19,8615748;-43,9421434;SEBASTIAO DE BRITO, DONA CLARA, Belo Horizonte, MG, Brasil
1,76677E+13;DROGARIA MARILIA DE DIRCEU LTDA;MARIANA;BONFIM;Belo Horizonte;MG;-19,9110463;-43,9506932;MARIANA, BONFIM, Belo Horizonte, MG, Brasil
1,65002E+13;DROGARIA MAXI SANTA TEREZINHA LTDA - EPP;SANTA TEREZINHA;SANTA TEREZINHA;Belo Horizonte;MG;-19,8667559;-44,0013188;SANTA TEREZINHA, SANTA TEREZINHA, Belo Horizonte, MG, Brasil
1,76469E+13;DROGARIA METROPOLE LTDA;MG-5;IPE;Belo Horizonte;MG;-19,8640039;-43,9045924;MG-5, IPE, Belo Horizonte, MG, Brasil
8,14875E+12;DROGARIA MIXFARMA LTDA - ME;URSULA PAULINO;CINQUENTENARIO;Belo Horizonte;MG;-19,9545101;-43,983773;URSULA PAULINO, CINQUENTENARIO, Belo Horizonte, MG, Brasil
5,16079E+12;DROGARIA NOSSA FARMACIA LTDA -ME;ROMUALDO LOPES CANCADO;CASTELO;Belo Horizonte;MG;-19,8881972;-43,996875;ROMUALDO LOPES CANCADO, CASTELO, Belo Horizonte, MG, Brasil
1,93833E+13;DROGARIA NOSSA SENHORA DA PAZ LTDA;OLINTO MEIRELES;MILIONARIOS (BARREIRO);Belo Horizonte;MG;-19,9863837;-44,0090264;OLINTO MEIRELES, MILIONARIOS (BARREIRO), Belo Horizonte, MG, Brasil
1,80315E+13;DROGARIA NOVA APARECIDA LTDA;AMERICO VESPUCIO;NOVA CACHOEIRINHA;Belo Horizonte;MG;-19,886862;-43,9527577;AMERICO VESPUCIO, NOVA CACHOEIRINHA, Belo Horizonte, MG, Brasil
1,80315E+13;DROGARIA NOVA APARECIDA LTDA;LEOPOLDINO DE OLIVEIRA;APARECIDA;Belo Horizonte;MG;-19,897581;-43,9573627;LEOPOLDINO DE OLIVEIRA, APARECIDA, Belo Horizonte, MG, Brasil
2,00087E+13;DROGARIA NOVA POPULAR DO BRASIL LTDA - ME;PENIDO;PIRAJA;Belo Horizonte;MG;-19,8666951;-43,9197129;PENIDO, PIRAJA, Belo Horizonte, MG, Brasil
1,75059E+13;DROGARIA NOVA SUISSA LTDA;DESEMBARGADOR BARCELOS;NOVA SUISSA;Belo Horizonte;MG;-19,9336652;-43,9790896;DESEMBARGADOR BARCELOS, NOVA SUISSA, Belo Horizonte, MG, Brasil
2,13868E+13;DROGARIA NOVA YORK LTDA ME;CONSUELO;JARDIM DOS COMERCIARIOS (VENDA NOVA);Belo Horizonte;MG;-19,7897345;-43,9706893;CONSUELO, JARDIM DOS COMERCIARIOS (VENDA NOVA), Belo Horizonte, MG, Brasil
3,99843E+12;DROGARIA PAQUETA LTDA;POVOA DE VARZIM;PAQUETA;Belo Horizonte;MG;-19,8700667;-43,9934981;POVOA DE VARZIM, PAQUETA, Belo Horizonte, MG, Brasil
1,96067E+13;DROGARIA PARAOPEBA LTDA;CAPIM BRANCO;VISTA ALEGRE;Belo Horizonte;MG;-19,9547924;-43,9976058;CAPIM BRANCO, VISTA ALEGRE, Belo Horizonte, MG, Brasil
7,16833E+12;DROGARIA PAULINO LTDA;CURITIBA;CENTRO;Belo Horizonte;MG;-19,9202568;-43,9417036;CURITIBA, CENTRO, Belo Horizonte, MG, Brasil
1,97491E+13;DROGARIA PEDRO IV LTDA;IMPERIAL;SERRANO;Belo Horizonte;MG;-19,8906903;-44,0110114;IMPERIAL, SERRANO, Belo Horizonte, MG, Brasil
7,14797E+13;DROGARIA PERFUMARIA C & L LTDA;JULITA NOGUEIRA SOARES;SANTA TEREZINHA;Belo Horizonte;MG;-19,8707202;-44,0083552;JULITA NOGUEIRA SOARES, SANTA TEREZINHA, Belo Horizonte, MG, Brasil
2,06251E+13;DROGARIA PIONEIRA LTDA ME;COSTA DO MARFIM;HAVAI;Belo Horizonte;MG;-19,9649779;-43,9701258;COSTA DO MARFIM, HAVAI, Belo Horizonte, MG, Brasil
2,0247E+13;DROGARIA POMPEIA LTDA;AMAZONITA;POMPEIA;Belo Horizonte;MG;-19,9121894;-43,9035359;AMAZONITA, POMPEIA, Belo Horizonte, MG, Brasil
2,05113E+13;DROGARIA PRIMUS LTDA-ME;CONCEIÇAO DO MATO DENTRO, Nº420;OURO PRETO;Belo Horizonte;MG;-19,8722536;-43,9829877;CONCEIÇAO DO MATO DENTRO, Nº420, OURO PRETO, Belo Horizonte, MG, Brasil
1,47138E+13;DROGARIA PROCOPIO LTDA;RESSACA;CORACAO EUCARISTICO;Belo Horizonte;MG;-19,9198376;-43,9871769;RESSACA, CORACAO EUCARISTICO, Belo Horizonte, MG, Brasil
1,97352E+13;DROGARIA PROGRESSO LTDA-ME;DOM PEDRO II;MONSENHOR MESSIAS;Belo Horizonte;MG;-19,9125729;-43,975191;DOM PEDRO II, MONSENHOR MESSIAS, Belo Horizonte, MG, Brasil
6,64061E+13;DROGARIA RAFAELA LTDA;ARGEMIRO RODRIGUES DA SILVA;APARECIDA SETIMA SECAO;Belo Horizonte;MG;-19,8889259;-43,9627169;ARGEMIRO RODRIGUES DA SILVA, APARECIDA SETIMA SECAO, Belo Horizonte, MG, Brasil
1,80543E+13;DROGARIA SAGRADA FACE LTDA-ME;BARAO DO MONTE ALTO;CARDOSO (BARREIRO);Belo Horizonte;MG;-20,0026357;-44,0073804;BARAO DO MONTE ALTO, CARDOSO (BARREIRO), Belo Horizonte, MG, Brasil
7,16358E+12;DROGARIA SALES PAIVA LTDA;GENTIL PORTUGAL DO BRASIL;CAMARGOS;Belo Horizonte;MG;-19,933796;-44,0210017;GENTIL PORTUGAL DO BRASIL, CAMARGOS, Belo Horizonte, MG, Brasil
3,86396E+13;DROGARIA SALMAR LTDA ME;RUA DAS CLARINETAS, 195, LOJA;CALIFORNIA;Belo Horizonte;MG;-19,9247382;-44,0121101;RUA DAS CLARINETAS, 195, LOJA, CALIFORNIA, Belo Horizonte, MG, Brasil
3,03678E+12;DROGARIA SANA LTDA;MIGUEL PERRELA 440 LOJAS 05 E 06;CASTELO;Belo Horizonte;MG;-19,8793017;-43,9995988;MIGUEL PERRELA 440 LOJAS 05 E 06, CASTELO, Belo Horizonte, MG, Brasil
2,55197E+13;DROGARIA SANTO ANDRE LTDA;MENDES DE OLIVEIRA;SANTO ANDRE;Belo Horizonte;MG;-19,9017729;-43,9521808;MENDES DE OLIVEIRA, SANTO ANDRE, Belo Horizonte, MG, Brasil
2,5791E+13;DROGARIA SAO FELIX LTDA;rua PROFESSORA GABRIELA VARELA, 1110;JARDIM GUANABARA;Belo Horizonte;MG;-19,8288016;-43,9322124;rua PROFESSORA GABRIELA VARELA, 1110, JARDIM GUANABARA, Belo Horizonte, MG, Brasil
1,72691E+13;DROGARIA SAO GERALDO JACUI LTDA;JACUI;FLORESTA;Belo Horizonte;MG;-19,9075074;-43,9322657;JACUI, FLORESTA, Belo Horizonte, MG, Brasil
6,50963E+13;DROGARIA SAO LEOPOLDO LTDA - ME;ANTONIO JOSE DOS SANTOS;CEU AZUL;Belo Horizonte;MG;-19,8227499;-44,0039799;ANTONIO JOSE DOS SANTOS, CEU AZUL, Belo Horizonte, MG, Brasil
3,76529E+12;DROGARIA SAO PEDRO DA ALDEIA LTDA - ME;SAO PEDRO DA ALDEIA;PILAR;Belo Horizonte;MG;-20,0013989;-43,9703305;SAO PEDRO DA ALDEIA, PILAR, Belo Horizonte, MG, Brasil
5,86693E+12;DROGARIA SERENATA LTDA;SERENATA;SANTANA DO CAFEZAL;Belo Horizonte;MG;-19,9356489;-43,9102774;SERENATA, SANTANA DO CAFEZAL, Belo Horizonte, MG, Brasil
2,31903E+13;DROGARIA SULEIMA LTDA - ME;PITANGUI;HORTO;Belo Horizonte;MG;-19,9087196;-43,9119385;PITANGUI, HORTO, Belo Horizonte, MG, Brasil
4,1499E+12;DROGARIA T&C LTDA;FRANCISCO SA;GUTIERREZ;Belo Horizonte;MG;-19,9356623;-43,9595796;FRANCISCO SA, GUTIERREZ, Belo Horizonte, MG, Brasil
4,19492E+13;DROGARIA TAMOIOS LTDA ME;DOS GUARANIS;CENTRO;Belo Horizonte;MG;-19,9150366;-43,9420377;DOS GUARANIS, CENTRO, Belo Horizonte, MG, Brasil
7,7412E+12;DROGARIA TLC LTDA;MONTEIRO LOBATO;OURO PRETO;Belo Horizonte;MG;-19,8731907;-43,9854815;MONTEIRO LOBATO, OURO PRETO, Belo Horizonte, MG, Brasil
1,81526E+13;DROGARIA TRIGUEIRO LTDA;RUA JOAO ALVES TEIXEIRA, Nº 242 - LOJA 1;MANTIQUEIRA;Belo Horizonte;MG;-19,7928705;-43,9833316;RUA JOAO ALVES TEIXEIRA, Nº 242 - LOJA 1, MANTIQUEIRA, Belo Horizonte, MG, Brasil
2,39072E+13;DROGARIA VALDIR LTDA;JOSUE MARTINS DE SOUZA;LAGOA;Belo Horizonte;MG;-19,8090965;-44,0033378;JOSUE MARTINS DE SOUZA, LAGOA, Belo Horizonte, MG, Brasil
1,28564E+13;DROGARIA VENDA NOVA LTDA;IRACI JOSE DA SILVA;LAGOA;Belo Horizonte;MG;-19,8077095;-44,0028566;IRACI JOSE DA SILVA, LAGOA, Belo Horizonte, MG, Brasil
6,42611E+13;DROGARIA VILARINHO LTDA;VILARINHO;VENDA NOVA;Belo Horizonte;MG;-19,8216682;-43,9474439;VILARINHO, VENDA NOVA, Belo Horizonte, MG, Brasil
3,80997E+12;DROGARIA VITORIA MINAS LTDA;ELISIO DE BRITO;BOA VISTA;Belo Horizonte;MG;-19,8956264;-43,9036927;ELISIO DE BRITO, BOA VISTA, Belo Horizonte, MG, Brasil
1,05845E+13;DROGARIA YPEFARMA LTDA - ME;ITAPECERICA;LAGOINHA;Belo Horizonte;MG;-19,9107525;-43,9421664;ITAPECERICA, LAGOINHA, Belo Horizonte, MG, Brasil
2,15652E+13;DROGARIAS E PERFUMARIAS AMERICANAS LTDA - ME;CURITIBA;CENTRO;Belo Horizonte;MG;-19,9202568;-43,9417036;CURITIBA, CENTRO, Belo Horizonte, MG, Brasil
2,15652E+13;DROGARIAS E PERFUMARIAS AMERICANAS LTDA - ME;DOS GUARANIS;CENTRO;Belo Horizonte;MG;-19,9150366;-43,9420377;DOS GUARANIS, CENTRO, Belo Horizonte, MG, Brasil
1,75261E+13;DROGARIAS HIPER POPULAR LTDA - ME;ESPIRITO SANTO;CENTRO;Belo Horizonte;MG;-19,9230418;-43,9383385;ESPIRITO SANTO, CENTRO, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;ABILIO MACHADO;ALIPIO DE MELO;Belo Horizonte;MG;-19,8941691;-44,0086939;ABILIO MACHADO, ALIPIO DE MELO, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;AV. VISCONDE DE IBITURUNA, Nº 19;BARREIRO;Belo Horizonte;MG;-19,9742456;-44,0161016;AV. VISCONDE DE IBITURUNA, Nº 19, BARREIRO, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;CORONEL JOSE DIAS BICALHO;SAO JOSE;Belo Horizonte;MG;-19,8603834;-43,9661102;CORONEL JOSE DIAS BICALHO, SAO JOSE, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;CRISTIANO MACHADO;CIDADE NOVA;Belo Horizonte;MG;-19,8860741;-43,929171;CRISTIANO MACHADO, CIDADE NOVA, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;DO CONTORNO;PRADO;Belo Horizonte;MG;-19,9264659;-43,958381;DO CONTORNO, PRADO, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;DO CONTORNO;PRADO;Belo Horizonte;MG;-19,9264659;-43,958381;DO CONTORNO, PRADO, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;DO OURO;SERRA;Belo Horizonte;MG;-19,9335106;-43,9234402;DO OURO, SERRA, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;FRANCISCO SA;GUTIERREZ;Belo Horizonte;MG;-19,9356623;-43,9595796;FRANCISCO SA, GUTIERREZ, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;PADRE JOAO CRISOSTOMO;CORACAO EUCARISTICO;Belo Horizonte;MG;-19,9237052;-43,9874649;PADRE JOAO CRISOSTOMO, CORACAO EUCARISTICO, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;PADRE PEDRO PINTO;VENDA NOVA;Belo Horizonte;MG;-19,8031725;-43,9983266;PADRE PEDRO PINTO, VENDA NOVA, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;PADRE PEDRO PINTO;VENDA NOVA;Belo Horizonte;MG;-19,8031725;-43,9983266;PADRE PEDRO PINTO, VENDA NOVA, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;PARANA;CENTRO;Belo Horizonte;MG;-19,921026;-43,9427154;PARANA, CENTRO, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;PROFESSOR ALFREDO BALENA;SANTA EFIGENIA;Belo Horizonte;MG;-19,9236944;-43,926446;PROFESSOR ALFREDO BALENA, SANTA EFIGENIA, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;PROFESSOR ALFREDO BALENA, Nº 125;CENTRO;Belo Horizonte;MG;-19,9269772;-43,9324151;PROFESSOR ALFREDO BALENA, Nº 125, CENTRO, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;PRUDENTE DE MORAIS;SANTO ANTONIO;Belo Horizonte;MG;-19,9473795;-43,9484358;PRUDENTE DE MORAIS, SANTO ANTONIO, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;RIO DE JANEIRO;CENTRO;Belo Horizonte;MG;-19,9162884;-43,9378304;RIO DE JANEIRO, CENTRO, Belo Horizonte, MG, Brasil
3,34383E+13;DROGARIAS PACHECO S/A;RUA DOS OTONI, Nº 862;SANTA EFIGENIA;Belo Horizonte;MG;-19,9260875;-43,9261851;RUA DOS OTONI, Nº 862, SANTA EFIGENIA, Belo Horizonte, MG, Brasil
